Employee_ID,Global_UID,Employment_Status,First_Name,Middle_Name,Last_Name,Maiden_Name,SSN_National_ID,Passport_Number,Driver_License_Number,Date_of_Birth,Place_of_Birth,Gender,Marital_Status,Nationality,Personal_Email,Work_Email,Home_Phone,Mobile_Phone,Street_Address,City,State_Province,Zip_Postal_Code,Country,Job_Title,Department,Manager_Name,Hire_Date,Annual_Salary,Bonus_Target_Percent,Direct_Deposit_Routing,Direct_Deposit_Account,Emergency_Contact,Emergency_Phone,Insurance_Policy_ID,DLP_Sensitivity_Label
EMP-11828,0f5e1a6a-6f1f-46c8-a176-a3bc6057fd33,On Leave,Amy,Dawn,Owen,,ZZ 469689 T,VC5043434,O9733271,1974-10-17,South Rachel,Prefer not to say,Widowed,United States,fergusonanthony@gmail.com,amy.owen@corp-internal.com,+44(0)1184960171,+1-520-697-3924x32752,74293 Cabrera Fields Suite 300,Lake Janetchester,MA,55532,USA,Quantity surveyor,Legal,Heather Montes,2024-10-14,"$167,407",18%,027508802,SLGF51680358429670,Pamela Hodgson,(0909)8790234,GRP-585090,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11829,0dafb74f-0748-4e2d-a052-d7a9d1503a1a,Active,Alice,Sam,Olsen,,ZZ 695377 T,JI6509508,M4633012,1976-10-04,East Judithstad,Non-Binary,Widowed,United States,thompsonroy@hotmail.com,alice.olsen@corp-internal.com,+1-855-780-9612,714.840.1774x6519,96745 Bradley Land Suite 660,North Deborah,UT,78060,USA,"Nurse, learning disability",Engineering,Justin Garrett,2022-10-14,"$148,573",10%,046890520,QTDA37700046055623,Conor Thompson,6954961159,GRP-456715,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11830,a48fe149-28b5-44b2-a2a2-380bc15b73b1,On Leave,Leonard,Richard,Buckley,,ZZ 378289 T,AK7702482,K0558358,1998-11-07,Daviesstad,Female,Divorced,United States,vwhite@gmail.com,leonard.buckley@corp-internal.com,+44114 496 0909,001-442-714-5932,92785 King Summit Apt. 569,South Kevinfort,VA,63392,USA,Water engineer,Legal,Angela Espinoza,2018-07-22,"$90,842",15%,022648550,ZZSQ77204600500878,Christine Smith,+441514960837,GRP-960814,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11831,b7183327-6d01-451c-a9be-ecf0e931bb66,Terminated,Lori,Megan,Sharp,,341-86-7099,SU8107564,Z1328977,1960-06-15,Julieton,Non-Binary,Divorced,United States,heather49@hotmail.com,lori.sharp@corp-internal.com,3589180639,788.471.6887,"Flat 02H
Phillips Village",Johnsonstad,MA,27561,USA,"Scientist, marine",Engineering,Tracy Richardson,2022-06-25,"$50,454",10%,023142657,ODRK55624298563455,Alison Mahoney,(020) 74960644,GRP-224870,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11832,f9887843-be0d-4ded-bf32-134a8814cbf8,On Leave,Peter,Sandra,Smith,,ZZ 56 30 61 T,ON2683593,M4106203,1978-07-08,Martinstad,Non-Binary,Divorced,United States,uclark@yahoo.com,peter.smith@corp-internal.com,+44(0)29 2018 0979,+1-242-514-9296x14370,"Flat 53q
Shane Plains",Ianland,HI,43222,USA,Human resources officer,Legal,Tom Pearce,2018-06-28,"$161,343",13%,072341771,TUNY16055366775506,Ross Cross,01632 960767,GRP-119484,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11833,26f9bbfa-d420-47a4-8d4f-cc7426204ac2,Terminated,Kimberly,Natasha,Roberts,,163-22-8407,TQ1124648,O8787857,1974-03-29,Alexside,Non-Binary,Divorced,United States,mjones@yahoo.com,kimberly.roberts@corp-internal.com,001-784-725-2712x486,(700)551-9080x148,9395 Taylor Springs Apt. 854,Michaelside,IA,08275,USA,Manufacturing engineer,Finance,Edward Hamilton,2016-04-17,"$168,245",20%,108237270,REBO81355265518651,Erica Myers,(0121)4960566,GRP-831683,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11834,3625fe74-7001-4b69-9aa9-bbeab8c25e80,Terminated,Jacob,Kristin,Mills,,307-92-3562,KS2579085,H8256415,1976-10-30,North Kathryn,Prefer not to say,Single,United States,npritchard@hotmail.com,jacob.mills@corp-internal.com,(0909)8790510,+44117 4960009,87456 Timothy Points,East Susan,VI,70025,USA,Oceanographer,Sales,Mrs Heather Shaw,2023-10-04,"$60,723",10%,115519868,DJFG95299868799328,Glen Taylor,2574975688,GRP-169088,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11835,56d8fbfe-3343-442a-83f0-809335184b72,Terminated,Martyn,Lee,Gordon,,ZZ 492340 T,WY6965217,C5227008,1973-04-22,Lewismouth,Prefer not to say,Married,United States,millercarolyn@yahoo.com,martyn.gordon@corp-internal.com,+44117 4960900,(028) 9018135,58766 Jason Landing,Lake Benjaminmouth,HI,05670,USA,Contractor,Engineering,Christopher Perry,2017-03-22,"$179,441",5%,020040008,MNRY54350398136091,Dr Josh O'Connor,+441632 960 369,GRP-682423,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11836,a6d0baa1-1ab9-46d4-b2ec-b189c2f0b8c8,Terminated,Lucy,Georgia,Wilson,,ZZ 242588 T,CO3929618,I0601487,1987-02-12,East Martin,Prefer not to say,Divorced,United States,damiensmart@yahoo.com,lucy.wilson@corp-internal.com,09098790995,+44118 4960676,6 Maureen Lock,Whiteside,SC,94089,USA,"Administrator, local government",Legal,Ashley Strickland,2025-02-15,"$80,392",16%,029464986,ILIK25072076948492,Cheryl Lee,493.267.1622x023,GRP-264447,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11837,cf034ad5-c04f-4743-abca-46da78004b42,On Leave,Irene,Lindsay,Jones,,290-02-6477,YH9572052,W0682866,1965-11-17,Justinstad,Non-Binary,Single,United States,keithstephanie@gmail.com,irene.jones@corp-internal.com,(0113) 496 0232,708-881-9728,08886 Dalton Hills Suite 605,Petersenhaven,NV,30654,USA,Physiotherapist,Sales,Amy Ellis,2023-12-13,"$64,227",12%,111207844,EPJX83597435498877,Mary Lee,310-887-9597,GRP-452247,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11838,8322a218-2075-4df9-83b8-3eef299164a5,Terminated,Brian,Todd,Dean,,ZZ 01 17 77 T,ZE9412589,D5218989,1980-04-07,Laurafort,Female,Single,United States,matthew18@yahoo.com,brian.dean@corp-internal.com,+44(0)151 496 0966,(479)454-1103x616,2639 Martin Wells Apt. 040,East Keithland,TN,77870,USA,"Editor, magazine features",Engineering,Heather Roberts,2021-08-06,"$98,481",10%,106223370,LKIW97131890054980,Amy Kirk,+44(0)808 157 0864,GRP-248820,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11839,492bb519-ed58-40b3-b19e-fa133a62dc87,Active,Lucy,Lisa,Welch,,ZZ 97 34 96 T,FC5021628,J9625936,1995-09-04,East Catherine,Male,Widowed,United States,hudsonjayne@yahoo.com,lucy.welch@corp-internal.com,+4420 74960252,892.714.9859x79764,97 Shepherd Mills,North Sarahville,OK,57898,USA,Games developer,Sales,Matthew Knight,2020-09-13,"$123,825",18%,059769486,ETXA05645984931241,Sarah Boyd,(0118)4960610,GRP-513351,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11840,cf3845e8-df3d-4278-a1c5-aa8a79a434e4,Terminated,Michael,Victoria,Shah,,ZZ 177405 T,CM9500013,B9778356,1976-11-14,South Iainborough,Prefer not to say,Married,United States,roachbrian@hotmail.com,michael.shah@corp-internal.com,518-308-6022x83705,+44117 496 0673,"Flat 1
Billy Tunnel",South Danielleberg,NH,90567,USA,Financial risk analyst,Finance,Leslie Dawson,2024-03-07,"$168,381",17%,083354663,UJFC44075210975612,Katrina Mueller,+1-557-311-5775x6853,GRP-342243,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11841,0fcff263-8918-46e8-8468-4a8901460b02,Terminated,Tammie,Brandon,Valdez,,ZZ 47 97 38 T,SV0603848,J2175177,1992-09-22,Michelleburgh,Male,Married,United Kingdom,williambailey@hotmail.com,tammie.valdez@corp-internal.com,0117 496 0252,368-870-6714x8858,"Studio 6
Middleton Skyway",Mcphersonburgh,FL,54826,USA,Professor Emeritus,Engineering,Ms Debra Morgan,2018-05-03,"$171,282",19%,075636878,YKYS23699844790633,Curtis Mason,(478)255-0446,GRP-478595,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11842,cecde25d-1808-4ced-a42f-68adfe51270a,On Leave,Maria,Valerie,Pritchard,,228-75-3904,WC1024722,Y9239599,1975-07-13,Joytown,Prefer not to say,Single,United States,sandra16@gmail.com,maria.pritchard@corp-internal.com,+44(0)289018763,(302)771-0274,"Flat 98
Louis Trail",New Jeanne,PA,18569,USA,"Scientist, biomedical",HR,Eric Cox,2016-10-06,"$139,604",10%,067944235,OUPU19722959835685,Joanna Allan,(0117) 496 0092,GRP-617143,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11843,df5a554e-9924-4de9-8fc2-8640a67789ed,On Leave,Kevin,Barbara,Shah,,427-76-9107,BP8920178,L8438971,1988-11-14,Michaelstad,Male,Divorced,United States,wilkinspeter@gmail.com,kevin.shah@corp-internal.com,(415)868-5040,+44(0)191 496 0864,8260 Michael Parkway Suite 360,North Davidtown,ND,30977,USA,Clinical embryologist,Sales,Terence White,2025-04-29,"$47,376",18%,084483313,KFXP31114533499833,Hannah Carr-Cook,2698301586,GRP-319103,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11844,d9635672-8f18-476c-b406-faf537870193,Terminated,Beth,Josephine,Donovan,,ZZ075992T,YQ6009014,C5216990,1960-02-16,Johnsonhaven,Non-Binary,Widowed,United States,johnsonamanda@hotmail.com,beth.donovan@corp-internal.com,+44114 4960820,01914960924,0634 Aguilar Fork,Trevorside,MS,82947,USA,Actor,Legal,Laura Hodge,2021-08-16,"$102,760",14%,035571452,FRHV35488853463453,Callum Marsh-Russell,001-781-915-8376x73843,GRP-547949,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11845,5de0807c-25a5-430c-98de-e9ce96a03418,Terminated,Andrew,Kara,Scott,,878-99-8861,XA4173499,C2926822,2000-03-06,East Glenntown,Female,Divorced,United States,amandadennis@yahoo.com,andrew.scott@corp-internal.com,+1-516-401-5337,+44(0)2074960611,"Studio 79
Faulkner Viaduct",Jamesfurt,GU,38445,USA,"Doctor, general practice",HR,Tina Morgan,2020-02-17,"$163,584",8%,035227748,ENCZ53899647219177,Michelle Holden-Barnes,0141 4960159,GRP-307425,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11846,03a0b7a8-135c-40b0-a91c-7b8211c569ec,Terminated,Patricia,Oliver,Parkin,,ZZ 037098 T,FN2088213,J5757451,1970-01-23,Blackburntown,Prefer not to say,Single,United States,wilkinsonphillip@yahoo.com,patricia.parkin@corp-internal.com,783-316-1219,001-476-311-9473x12649,"Studio 7
Ronald Spring",South Ashleigh,NH,87409,USA,Control and instrumentation engineer,Engineering,Daniel Barrett,2024-04-06,"$94,063",17%,094791707,OSSP07412337474309,Barbara Kim,(659)298-9442x8133,GRP-407473,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11847,d2af3bbf-3fcc-43ba-ac50-08dd7d5589f1,On Leave,Georgina,Alyssa,Porter,,192-60-8676,OH1490832,M9021676,1989-01-06,Kathleenstad,Male,Divorced,United States,wardsylvia@hotmail.com,georgina.porter@corp-internal.com,(0118) 496 0834,01414960358,824 Hill Isle Apt. 510,Nicholasside,PA,19179,USA,Further education lecturer,Sales,Peter Dixon,2021-01-10,"$105,154",8%,039574413,CGTN42265902463107,Lisa Carr,309.692.6339x33439,GRP-863073,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11848,ed462d51-eb66-460b-8a49-007c336fb5f3,Terminated,Brad,Christine,Murphy,,822-22-4800,QA1207485,B6652937,1992-12-13,Lesleyland,Non-Binary,Divorced,United States,kwarner@hotmail.co.uk,brad.murphy@corp-internal.com,001-455-554-4561,367.200.9844x89170,"Studio 69x
Katie Villages",Lake Michaelland,IL,48514,USA,"Producer, television/film/video",Sales,Heather Washington,2019-12-17,"$60,088",20%,128504640,YFZX52536821025190,Aimee Morris-Jones,8706025899,GRP-520751,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11849,d5298493-6cd3-4fcb-9399-c9bce34d36e9,On Leave,Bethan,Michael,Butler,,041-07-8300,GM9303591,A4117034,1989-01-14,Brownville,Male,Divorced,United States,simmonsirene@hotmail.co.uk,bethan.butler@corp-internal.com,762-843-4178x31231,838.298.4190x0096,60511 Garcia Dale,Moorehaven,KY,68501,USA,Claims inspector/assessor,Engineering,Jennifer Morris,2017-10-27,"$151,531",16%,023920646,MKTM05631517158488,Joshua Garner,0115 496 0184,GRP-771389,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11850,1d624e26-13f6-4a7f-b20e-4e48930737ce,Terminated,Jean,Thomas,Jones,,ZZ 02 16 93 T,ST1286171,R9688314,1995-01-19,North Carolynland,Female,Widowed,United States,hwilliams@hotmail.com,jean.jones@corp-internal.com,(0909)8790636,001-307-775-3947,02 Martin Rest,South Kennethtown,IN,61357,USA,Music tutor,Finance,Michael Gutierrez,2016-12-23,"$77,999",5%,112120205,IKDY18314702292349,Ashley Webb,+44117 496 0545,GRP-955676,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11851,83a95b1f-f6ae-4ea0-bb38-683c250c8166,On Leave,Richard,Andrew,Williams,,822-59-2542,FE6987707,O4857354,1971-09-12,Haleview,Male,Divorced,United States,oevans@outlook.com,richard.williams@corp-internal.com,+441154960800,(938)389-3475,852 Simmons Dam,Port Paulfurt,GA,51590,USA,Equality and diversity officer,Engineering,Cheryl Atkins-Edwards,2025-01-22,"$177,111",11%,084460543,KIOB62639406715979,Jeffrey Jackson,(714)721-5730x7043,GRP-856516,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11852,f892f5c4-d748-482b-a26b-5cfe7ef34c43,Terminated,Donna,Jonathan,Powell,Anthony,ZZ 21 12 21 T,GA5325160,T8529505,1975-04-14,New Tiffanyborough,Female,Married,United Kingdom,evanswalter@hotmail.com,donna.powell@corp-internal.com,(0118) 4960596,03069990038,88 Brown Inlet,Wilkinsonland,FM,13209,USA,"Engineer, drilling",HR,Elliott Lawson-Jones,2020-01-06,"$174,429",20%,129838852,NTTS70879820127363,George Barber,01914960221,GRP-130707,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11853,2d14da06-4415-43e8-9c66-d80da271c671,Active,Barbara,Richard,Joseph,,ZZ437275T,QT9115192,S0869517,1960-05-06,South Thomasmouth,Male,Married,United Kingdom,ysanchez@gmail.com,barbara.joseph@corp-internal.com,+44(0)141 496 0717,220.687.1257x266,86858 Albert Inlet Apt. 314,Lake Juliemouth,GA,13569,USA,Dance movement psychotherapist,HR,Robert Wilson,2017-12-24,"$152,796",6%,115661499,KMDB28751614411408,Josephine Quinn,001-391-876-7937x64227,GRP-383524,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11854,18ddb23f-aa3a-439c-b560-2b3a67443b57,On Leave,Marilyn,Sophie,Kelly,,818-44-3428,XZ0426671,A9433360,1965-10-29,Marshtown,Male,Widowed,United States,marie41@yahoo.co.uk,marilyn.kelly@corp-internal.com,(0909)8790317,813.507.7400,38691 Anderson Forge,Ellietown,MN,29581,USA,Police officer,Engineering,Dr Bernard Morgan,2023-03-22,"$88,967",18%,014144156,OKKX82098896666459,Victoria Tran,001-354-350-0393x6101,GRP-487761,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11855,4391555a-1c11-4c09-90a4-a18ae19555fd,Terminated,Amanda,Lee,King,,ZZ 53 86 64 T,VL5524952,P0200573,1987-11-20,Amandaview,Prefer not to say,Divorced,United States,duffybarbara@gmail.com,amanda.king@corp-internal.com,(967)412-3995x736,(0909) 879 0291,2433 Andre Mountain Apt. 607,Jillianport,NJ,44624,USA,Cytogeneticist,Sales,Jason Charles DDS,2025-07-16,"$51,287",12%,077474083,IYJP29887755107399,Charles Brown,001-796-611-3146,GRP-306995,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11856,0c186fb0-ceba-4f45-bfd5-3ad3b671a0f7,Active,John,Patrick,Cross,,ZZ 933921 T,EG8554185,H4505224,1972-09-24,Rossmouth,Male,Widowed,United Kingdom,spencekevin@gmail.com,john.cross@corp-internal.com,734-991-5237x557,0161 4960703,8487 Daniel Stravenue Suite 891,Sarahview,FL,03312,USA,Horticultural therapist,HR,Samantha Cruz,2017-02-17,"$159,278",6%,113805998,MOTX47564327601062,Carl Arnold,01632960901,GRP-243167,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11857,0bb71ec5-9a5e-4c9c-9230-3104337aa45b,Terminated,Louise,George,Willis,,ZZ 650883 T,XN4478930,K7799977,1965-12-13,Annatown,Male,Widowed,United States,morganmarc@gmail.com,louise.willis@corp-internal.com,(0306)9990476,(251)308-2019,"Studio 5
Jake Mission",Mirandachester,GU,77153,USA,Animal technologist,HR,Angela Johnson,2022-04-26,"$66,335",7%,039264655,JYKH74923273081696,Olivia Sanchez,809.652.3708x2217,GRP-395583,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11858,b54bc8d2-5b3c-48db-9606-0d79d3e81dc8,Active,Stuart,Eric,Savage,,ZZ 17 59 53 T,BI4878765,M7947954,1968-05-05,Nelsonton,Prefer not to say,Divorced,United States,danielle90@gmail.com,stuart.savage@corp-internal.com,020 74960859,496-354-4671x145,2575 Cole Club,Wilsonfort,AK,53627,USA,Magazine journalist,Sales,Mr Frank Shaw,2022-07-19,"$108,553",6%,028153861,DYYJ20901335127884,Catherine Page-Faulkner,+1-613-507-8798x08479,GRP-126001,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11859,24cf1b9e-b997-4939-b229-f387f3822f18,Active,John,Leonard,Evans,,ZZ 892718 T,EA9051260,P1443205,1973-06-18,West Cheryl,Male,Widowed,United States,rosielloyd@hotmail.com,john.evans@corp-internal.com,2089741835,+44(0)1414960265,5401 Taylor Avenue Suite 908,Pearsonview,FL,64556,USA,Adult guidance worker,Sales,Mrs Kate Chan,2017-09-08,"$63,488",17%,105138385,YELF15219892384566,Donna Aguilar,+44121 496 0249,GRP-692640,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11860,fc4d9789-a7f9-413e-8753-a88392d763cc,Terminated,Deborah,James,Olson,,ZZ774401T,WD2723472,T2145992,1963-03-06,Jamieport,Male,Married,United States,bmurphy@hotmail.com,deborah.olson@corp-internal.com,(0113) 4960712,(242)868-2342,"Flat 1
Wallis Locks",Thompsonmouth,WV,75167,USA,Forest/woodland manager,Engineering,Derek Robles,2023-10-20,"$76,139",20%,075804024,BCDW28046869915477,Mr Glenn Archer,+44114 4960189,GRP-132861,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11861,45eccbcb-46e2-4cb9-9d95-b6e0cf287856,Terminated,Helen,Troy,Gordon,,209-90-6125,IQ7129712,W4846516,1985-12-09,North Geraldinefort,Non-Binary,Divorced,United States,brentmoon@hotmail.com,helen.gordon@corp-internal.com,001-889-538-8692x3344,310.383.3265,566 Johnson Hollow,Brianstad,TN,61889,USA,Television camera operator,Finance,Alison Payne,2016-06-29,"$78,019",10%,050246461,KNDV32269012331756,Brandon Lewis,+1-694-471-8822x74913,GRP-340540,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11862,c25476fb-002b-4dea-8e2e-98435e1697e7,On Leave,Eileen,Suzanne,Walker,,ZZ693766T,UW5820942,M9835934,1964-02-28,Rosiefurt,Prefer not to say,Widowed,United States,dianalewis@hotmail.com,eileen.walker@corp-internal.com,001-651-218-4132x9019,(0115) 496 0116,"Flat 17W
Josephine Locks",South Robertport,SD,50799,USA,"Conservation officer, historic buildings",Finance,George Taylor,2016-07-07,"$45,810",6%,047311189,KJND08388911482965,Frank Hahn,(01632) 960260,GRP-229323,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11863,1cedce76-2aa1-4e00-9baf-90986e64aff0,Terminated,Lawrence,Jason,Hart,,292-36-1364,PK8670404,P2528340,1996-01-13,Brendamouth,Female,Single,United States,fisherlesley@hotmail.co.uk,lawrence.hart@corp-internal.com,730-853-8464,233-524-3554,431 Michelle Court Suite 566,Port Suzanne,OR,32561,USA,Ambulance person,Finance,Danielle Peterson,2017-12-12,"$174,591",12%,108129304,JWCE90084330895130,David Smith,+44(0)9098790717,GRP-660463,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11864,fea99c0d-85a5-405a-aee6-24fb32e8dfff,Terminated,Wendy,Jasmine,Jones,,423-75-7406,ZB7934421,E4911797,1991-03-07,Zacharyland,Non-Binary,Widowed,United States,xwilliams@hotmail.com,wendy.jones@corp-internal.com,445.815.5001,+441174960355,5909 Tucker Oval,East Tinamouth,NJ,58485,USA,Dramatherapist,HR,Katie Gilbert,2024-07-24,"$90,608",14%,105651697,JUXV20049160961157,Mandy Stevenson,+44116 4960947,GRP-938729,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11865,b2fbd91f-ad14-42de-8695-8ccea641a89b,Active,Katherine,Richard,Fraser,,ZZ 728484 T,KS6856924,Z6118229,1992-07-27,New Crystal,Female,Single,United States,ukelly@yahoo.com,katherine.fraser@corp-internal.com,891.219.5890,+1-455-268-0529,"Flat 9
Bennett Islands",Port Geoffrey,VA,98063,USA,Interpreter,Finance,Amber Oneill,2016-09-17,"$79,428",15%,061274697,WUAE48697522725179,Richard Fox-Barton,839.619.9218x31955,GRP-776610,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11866,b38897fe-217f-4144-80dd-f37dc23ad38a,Terminated,Jane,Craig,Davison,,ZZ626219T,YO1270808,Q8053146,1969-01-03,North Kristen,Non-Binary,Single,United States,murrayelizabeth@hotmail.com,jane.davison@corp-internal.com,001-698-231-1855x69273,01154960498,0681 Alexander Radial Suite 484,Wyattshire,NJ,58134,USA,Network engineer,Legal,Jonathan Jones,2020-10-05,"$146,510",16%,100467323,ONHH45383412964251,Jayne Robertson-Barnett,+1-683-928-5580,GRP-690617,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11867,99bad757-55c2-4a5d-9e43-ee2a626e5bd5,Terminated,Eric,David,Branch,,ZZ898861T,KM0519660,X4123756,1988-11-12,East Haroldfort,Prefer not to say,Widowed,United States,fking@yahoo.com,eric.branch@corp-internal.com,+1-803-948-6635x24558,0121 4960789,055 Elizabeth Brook,East Samborough,PA,81322,USA,Ecologist,Sales,Robert Valdez,2020-05-06,"$88,722",14%,095625665,OKUA82146666607008,Geoffrey Phillips,001-970-668-5900,GRP-853737,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11868,9aa099ba-add0-4733-b4b6-06803b7fb53c,On Leave,Jodi,David,Thomas,,ZZ231174T,LD5044852,U9994351,1985-12-10,East Danielleton,Non-Binary,Divorced,United States,tslater@yahoo.co.uk,jodi.thomas@corp-internal.com,0292018004,(211)978-2561x3832,"Studio 91
Alison Squares",Shaneton,MS,76090,USA,International aid/development worker,Sales,Dr Reece Baker,2017-10-18,"$119,156",18%,066671004,QSEM90982863875102,Mr Robert Elliott,(0115) 4960591,GRP-354757,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11869,a7893923-dee9-49f4-8110-f9b4ebaeb94e,Terminated,Grace,Andrew,Collier,Robinson,ZZ 824716 T,IE4449788,Y5467850,1965-09-11,Sherrystad,Female,Married,United Kingdom,daveyhugh@yahoo.com,grace.collier@corp-internal.com,+44(0)117 496 0405,(0808) 157 0937,"Studio 0
Hewitt Stravenue",Drakeville,SD,60166,USA,Wellsite geologist,Engineering,Harry Nolan,2016-06-10,"$127,055",18%,114220417,JHTT34779605911923,Angel Watson,+1-340-594-8374x6914,GRP-678129,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11870,0dcb81f6-6629-462d-9f96-c1f8b9535457,On Leave,Sally,Joe,Abbott,,262-11-5935,IN8429048,V7614727,1967-10-31,Port Robinport,Female,Single,United Kingdom,holmesjennifer@hotmail.com,sally.abbott@corp-internal.com,(872)994-8675x259,437.844.2244,8529 Michelle Drives Suite 971,West Laurenfort,GU,16120,USA,"Psychologist, clinical",Sales,James Mccoy,2020-07-16,"$86,856",19%,027157350,QOQA08356059634955,Jacqueline Harper DVM,+1-835-399-2902x29220,GRP-490993,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11871,956de1be-f932-40cb-9f98-2d0c4c5d4873,On Leave,Robert,Trevor,Smith,,765-20-4748,WM2610509,P0352242,1987-11-08,Janicefort,Female,Single,United States,james34@yahoo.com,robert.smith@corp-internal.com,650.805.6248x3557,0161 4960392,36 June Circle,Lake Timothyville,AZ,53017,USA,Geophysical data processor,HR,Charles Blackburn,2017-04-02,"$139,969",12%,059956325,PECP21887428430068,Shannon Soto,323-290-9116x99309,GRP-816166,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11872,be8e00cf-1642-4e9d-ad92-f9a3fd812fe6,On Leave,Kevin,Linda,Sanchez,,ZZ 18 14 18 T,ZB0592871,P9740307,1978-02-16,Sarahchester,Non-Binary,Divorced,United States,francisamanda@hotmail.co.uk,kevin.sanchez@corp-internal.com,+1-731-306-9649,+44(0)121 4960026,34 Hill Union,New Douglas,IN,89661,USA,Hospital pharmacist,Finance,Kerry Tyler-Miles,2024-03-24,"$85,681",7%,054606816,YDKN11314989546367,Michael Burns,+1-317-567-7137x972,GRP-634088,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11873,7ed89a77-10b2-4cb0-bbac-375ce7fb79b7,Terminated,Joseph,Adam,Williams,,ZZ336820T,ZL4315246,T9111215,1968-03-27,Port Andrewtown,Female,Divorced,United States,allennicola@hotmail.com,joseph.williams@corp-internal.com,3839100350,+44(0)20 74960927,9 Elliott Plains,Kingburgh,ME,35217,USA,Quantity surveyor,Engineering,Tiffany Williams,2021-09-03,"$84,631",16%,106273090,INFS26814934338522,Jonathan Freeman,+44(0)114 496 0194,GRP-535526,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11874,5889d78d-3616-46ab-8133-2dca38f5858b,Terminated,Ricky,Max,Wright,,ZZ 575045 T,WE5655577,T0547516,1988-10-25,New Andreamouth,Non-Binary,Married,United States,helen65@yahoo.co.uk,ricky.wright@corp-internal.com,(0114) 496 0068,3654592318,823 Burton Underpass,Glenborough,NM,71724,USA,Games developer,Engineering,Mrs Dorothy Smith,2017-04-23,"$151,176",5%,033216159,WEOZ06428748786647,Kevin Ortiz,+44(0)1214960401,GRP-982014,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11875,675988d7-3ff1-4711-831e-c6e6e25c3d66,On Leave,Jamie,John,Walker,,343-77-7260,TK3149060,K6777015,1975-07-11,Lake Hughstad,Female,Widowed,United States,michelle12@yahoo.com,jamie.walker@corp-internal.com,574.376.2838x69909,+44161 4960535,50237 Kyle Stream Suite 670,Josephfurt,MS,28162,USA,Risk analyst,Engineering,Phillip Smith,2018-02-07,"$169,149",15%,050776847,EZBM91834474574589,Alex Young,+44(0)29 2018 0727,GRP-624229,CONFIDENTIAL - INTERNAL USE ONLY
EMP-11876,c16c7102-0c30-449f-8d7a-f01c31b1e8fb,Active,Leanne,Fiona,Hendricks,,362-88-0725,WP7544968,X4527834,1972-12-13,Conorfort,Prefer not to say,Widowed,United States,beverleyprice@outlook.com,leanne.hendricks@corp-internal.com,001-575-944-3961x771,0116 496 0363,121 Perry Stream,Sabrinaport,MH,21908,USA,"Exhibitions officer, museum/gallery",Engineering,Louis Jones,2016-02-22,"$156,402",11%,101445124,TNYE02808192093373,Christopher Thomas,(0121)4960271,GRP-988860,CONFIDENTIAL - INTERNAL USE ONLY
